,Constituency Code,Constituency,Candidate Number,Name of Candidate,No. of Votes Received,Camp,Elected
723,N03,CHEUNG WAH,1,WONG KA HO,1381,D,False
724,N03,CHEUNG WAH,2,LAM CHI YEUNG,2678,B,False
725,N03,CHEUNG WAH,3,CHAN YUK MING,4446,D,True
726,N04,WAH DO,1,CHEUNG CHUN WAI,5288,D,True
727,N04,WAH DO,2,YIU MING,3724,B,False
728,N05,WAH MING,1,PUN HAU MAN,3124,B,False
729,N05,WAH MING,2,LAU KA HO,214,D,False
730,N05,WAH MING,3,CHAN WAI TAT,5314,D,True
731,N06,YAN SHING,1,LAM SHUK CHING,5939,D,True
732,N06,YAN SHING,2,LAU KWOK FAN,4329,B,False
733,N07,FANLING SOUTH,1,LEE LAP HONG ALMUSTAFA,668,D,False
734,N07,FANLING SOUTH,2,HO SHU KWONG RAYMOND,2507,I,False
735,N07,FANLING SOUTH,3,CHEUNG CHING HO FRANCO,2735,D,True
736,N08,SHING FUK,1,WAN WO TAT WARWICK,3181,B,True
737,N08,SHING FUK,2,WONG LEUNG HI,1754,D,False
738,N08,SHING FUK,3,LUI CHI HANG HENDRICK,2656,D,False
739,N09,CHING HO,1,CHENG SHI LAN,512,I,False
740,N09,CHING HO,2,YUEN HO LUN,3944,D,True
741,N09,CHING HO,3,LARM WAI LEUNG,2871,B,False
742,N10,YU TAI,1,TSANG KING CHUNG KENT,2981,B,False
743,N10,YU TAI,2,CHAN VINCENT CHI FUNG,3378,D,True
744,N11,SHEUNG SHUI RURAL,1,HAU FUK TAT SIMON,3371,B,True
745,N11,SHEUNG SHUI RURAL,2,HAU HIU TUNG,2589,D,False
746,N12,CHOI YUEN,1,LAM TSZ KING,4295,D,True
747,N12,CHOI YUEN,2,SO SAI CHI,3305,B,False
748,N12,CHOI YUEN,3,WONG SING CHI,177,B,False
749,N13,SHEK WU HUI,1,"LEUNG KAM SHING CLARENCE RONALD
(KAM KAM)",469,D,False
750,N13,SHEK WU HUI,2,HUNG WING YIP,2684,B,False
751,N13,SHEK WU HUI,3,LAM CHEUK TING,3926,D,True
752,N14,TIN PING WEST,1,WONG WANG TO,2925,B,False
753,N14,TIN PING WEST,2,KWOK LONG FUNG,4470,D,True
754,N15,FUNG TSUI,1,LIU HING HUNG,2963,B,False
755,N15,FUNG TSUI,2,CHIANG MAN CHING,3630,D,True
756,N16,SHA TA,1,CHOY YUK WAI LESTER JOHN,2242,D,False
757,N16,SHA TA,2,KO WAI KEI,3143,B,True
758,N17,TIN PING EAST,1,LUI YUK SHAN,143,I,False
759,N17,TIN PING EAST,2,LAU KI FUNG,4513,D,True
760,N17,TIN PING EAST,3,OR SIN YI WINDY,2500,B,False
761,N18,QUEEN'S HILL,1,TANG CHUN KIN,549,I,False
762,N18,QUEEN'S HILL,2,TANG KUN NIN TONY,2054,B,False
763,N18,QUEEN'S HILL,3,LAW TING TAK,2969,D,True
764,P01,TAI PO HUI,1,LAM MING YAT,2466,D,True
765,P01,TAI PO HUI,2,"CHEUNG KWOK WAI
(WILLIAM)",1886,B,False
766,P02,CHUNG TING,1,MAN NIM CHI,4454,D,True
767,P02,CHUNG TING,2,TAM WING FUN ERIC,2503,B,False
768,P03,TAI PO CENTRAL,1,MUI SIU FUNG,2136,B,False
769,P03,TAI PO CENTRAL,2,AU CHUN WAH,4279,D,True
770,P04,TAI YUEN,1,CHENG CHUN PING,2135,B,False
771,P04,TAI YUEN,2,AU CHUN HO,3693,D,True
772,P04,TAI YUEN,3,SO MA TSUN,442,B,False
773,P04,TAI YUEN,4,WONG TING YAN COLOR,118,I,False
774,P05,FU HENG,1,YAM MAN CHUEN,2161,D,False
775,P05,FU HENG,2,WU CHEUK HIM,2700,B,False
776,P05,FU HENG,3,HO WAI LAM,3435,D,True
777,P06,YEE FU,1,YAM KAI BONG,6028,D,True
778,P06,YEE FU,2,LO CHI PING,2479,B,False
779,P07,FU MING SUN,1,KWAN WING YIP,4670,D,True
780,P07,FU MING SUN,2,NG CHEUK WING,1962,B,False
781,P08,KWONG FUK & PLOVER COVE,1,LIN KOK CHEUNG DALU,3768,D,True
782,P08,KWONG FUK & PLOVER COVE,2,WONG PIK KIU,2804,B,False
783,P08,KWONG FUK & PLOVER COVE,3,KWOK SHU YAN,31,I,False
784,P09,WANG FUK,1,WOO KIN MAN CLEMENT,3254,B,False
785,P09,WANG FUK,2,YIU KWAN HO,4266,D,True
786,P10,TAI PO KAU,1,CHAN SIU KUEN,2902,B,False
787,P10,TAI PO KAU,2,MO KA CHUN PATRICK,3346,D,True
788,P11,WAN TAU TONG,1,"YU CHI WING
(KEN YU)",3603,B,False
789,P11,WAN TAU TONG,2,WONG SIU KIN,5541,D,True
790,P12,SAN FU,1,LO HIU FUNG,3424,B,False
791,P12,SAN FU,2,WU YIU CHEONG,4435,D,True
792,P13,LAM TSUEN VALLEY,1,CHAN CHO LEUNG,3321,B,False
793,P13,LAM TSUEN VALLEY,2,CHAN CHUN CHIT RICHARD,3605,D,True
794,P14,PO NGA,1,YIP CHUN KIT,3300,B,False
795,P14,PO NGA,2,CHOW YUEN WAI,6657,D,True
796,P15,TAI WO,1,CHENG CHUN WO,3093,B,False
797,P15,TAI WO,2,CHAN WAI KA OLIVE,4370,D,True
798,P16,OLD MARKET & SERENITY,1,LAU MAN KIT,2310,B,False
799,P16,OLD MARKET & SERENITY,2,LAU YUNG WAI,5383,D,True
800,P17,HONG LOK YUEN,1,TANG MING TAI PATRICK,2419,B,False
801,P17,HONG LOK YUEN,2,"YIU YEUK SANG ZERO
(MANSON)",3302,D,True
802,P18,SHUEN WAN,1,SO TAT LEUNG,3583,D,True
803,P18,SHUEN WAN,2,"LAU CHEE SING
(DR.)",3444,B,False
804,P19,SAI KUNG NORTH,1,"TAM YI PUI
(BEN)",2730,D,True
805,P19,SAI KUNG NORTH,2,LI WAH KWONG REX,1964,B,False
806,Q01,SAI KUNG CENTRAL,1,NG SZE FUK,2137,B,False
807,Q01,SAI KUNG CENTRAL,2,"LEUNG HIN YAN
(ZOE)",2550,D,True
808,Q02,PAK SHA WAN,1,HO STANLEY WAI HONG,2805,D,True
809,Q02,PAK SHA WAN,2,CHAN KUEN KWAN,2109,B,False
810,Q03,SAI KUNG ISLANDS,1,"CHAN KA LAM
(DEBBY)",2127,D,True
811,Q03,SAI KUNG ISLANDS,2,"LI KA LEUNG PHILIP
(PHILIP LI)",1552,B,False
812,Q04,HANG HAU EAST,1,LAU WAI CHEUNG PETER,1559,B,False
813,Q04,HANG HAU EAST,2,LAU MAN CHOI NEWMAN,323,B,False
814,Q04,HANG HAU EAST,3,LEE YIN HO RYAN,1850,D,True
815,Q05,HANG HAU WEST,1,YU TSUN NING,3089,D,True
816,Q05,HANG HAU WEST,2,YAU HO LUN,2078,B,False
817,Q06,CHOI KIN,1,HO MAN KIT RAYMOND,1989,B,False
818,Q06,CHOI KIN,2,WONG PING HUNG ADAM,434,D,False
819,Q06,CHOI KIN,3,CHAN WAI LIT,4724,D,True
820,Q06,CHOI KIN,4,WONG YAN KET,88,I,False
821,Q06,CHOI KIN,5,TAI KA CHU RICHIE,1306,B,False
822,Q07,KIN MING,1,HO POK HO ROCCO,1953,B,False
823,Q07,KIN MING,2,LEUNG LI,5414,D,True
824,Q08,DO SHIN,1,CHONG WING FAI WINFIELD,1741,D,False
825,Q08,DO SHIN,2,LI PAK TONG,927,D,False
826,Q08,DO SHIN,3,CHEUNG CHIN PANG,2568,I,True
827,Q09,WAI KING,1,"WONG SHING KWONG
(JACK)",70,I,False
828,Q09,WAI KING,2,CHAN KAI WAI,3021,I,False
829,Q09,WAI KING,3,YIP BRANDON KENNETH,3199,D,True
830,Q10,HOI CHUN,1,LAU WAI CHEUK,17,I,False
831,Q10,HOI CHUN,2,CHIU CHI MAN,240,D,False
832,Q10,HOI CHUN,3,"LAI WAI TONG
(IVAN)",2099,D,True
833,Q10,HOI CHUN,4,HO KAM WING,234,I,False
834,Q10,HOI CHUN,5,LAM LOK YEE,1350,I,False
835,Q11,PO YEE,1,CHU LAM,2480,B,False
836,Q11,PO YEE,2,TSE CHING FUNG,4121,D,True
837,Q11,PO YEE,3,WONG HEUNG YIN,255,I,False
838,Q12,FU KWAN,1,WONG YUEN HONG,3123,B,False
839,Q12,FU KWAN,2,LUK PING CHOI,4948,D,True
840,Q13,O TONG,1,LAM SO WAI,2762,I,False
841,Q13,O TONG,2,LUI MAN KWONG,4722,D,True
842,Q14,SHEUNG TAK,1,KAN SIU KEI,3527,B,False
843,Q14,SHEUNG TAK,2,LEE KA YUI,5585,D,True
844,Q15,KWONG MING,1,OR YIU LAM RICKY,5240,D,True
845,Q15,KWONG MING,2,CHONG YUEN TUNG,3985,B,False
846,Q16,HONG KING,1,LAM SIU CHUNG FRANKIE,4037,D,True
847,Q16,HONG KING,2,CHAN KIN CHUN KEN,2140,B,False
848,Q17,TSUI LAM,1,TAM LANNY,3389,B,False
849,Q17,TSUI LAM,2,"CHOI MING HEI
(DARYL)",4222,D,True
850,Q18,PO LAM,1,FUNG KWAN ON,4599,D,True
851,Q18,PO LAM,2,TAM CHUK KWAN,3385,B,False
852,Q19,YAN YING,1,"CHUNG KAM LUN
(BEN)",5629,D,True
853,Q19,YAN YING,2,LEE KWOK PONG,3193,B,False
854,Q20,WAI YAN,1,CHUN HOI SHING,3928,D,True
855,Q20,WAI YAN,2,NG ANDREW KA CHUN,2486,B,False
856,Q21,WAN HANG,1,LAU CHI SHING,106,I,False
857,Q21,WAN HANG,2,FAN GARY KWOK WAI,3755,D,True
858,Q21,WAN HANG,3,TAI CHEUK YIN,43,I,False
859,Q21,WAN HANG,4,YEUNG CHUNG,1859,I,False
860,Q22,KING LAM,1,CHEUNG WAI CHIU,4265,D,True
861,Q22,KING LAM,2,WAN KAI MING,3233,B,False
862,Q22,KING LAM,3,LAM WING YIN,788,D,False
863,Q23,HAU TAK,1,WONG CHEUK NGA,5244,D,True
864,Q23,HAU TAK,2,MOK RUBY,3579,B,False
865,Q24,FU NAM,1,CHAN POK CHI,3606,B,False
866,Q24,FU NAM,2,CHAN YIU CHOR ANDREW,4743,D,True
867,Q25,TAK MING,1,CHENG CHUNG MAN,5420,D,True
868,Q25,TAK MING,2,CHAN CHI HO,4217,B,False
869,Q26,NAM ON,1,CHAU YIN MING FRANCIS,5524,D,True
870,Q26,NAM ON,2,CHEN YUTING,2609,B,False
871,Q27,KWAN PO,1,LAI MING CHAK,3346,D,True
872,Q27,KWAN PO,2,LI KA YAN,2016,B,False
873,Q28,WAN PO NORTH,1,FONG KWOK SHAN CHRISTINE,2998,I,True
874,Q28,WAN PO NORTH,2,HO TSZ CHUNG,2828,D,False
875,Q28,WAN PO NORTH,3,"CHAN CHIN CHUN
(CYRUS)",943,B,False
876,Q29,WAN PO SOUTH,1,"KAN SUN WA DAVID
(SHIRDY)",2063,D,False
877,Q29,WAN PO SOUTH,2,"CHEUNG MEI HUNG
(CHRIS)",3577,I,True
878,Q29,WAN PO SOUTH,3,NG HO KEI,1139,D,False
879,R01,SHA TIN TOWN CENTRE,1,WAI HING CHEUNG,4960,D,True
880,R01,SHA TIN TOWN CENTRE,2,TANG SIU FUNG CALVIN,2336,B,False
881,R02,LEK YUEN,1,WONG YUE HON,2443,B,False
882,R02,LEK YUEN,2,"SHAM TSZ KIT
(JIMMY)",3283,D,True
883,R03,WO CHE ESTATE,1,YUE SHIN MAN ANNA,3175,B,False
884,R03,WO CHE ESTATE,2,LI CHI WANG,4837,D,True
885,R03,WO CHE ESTATE,3,LAU WAI LAM WILLIAM,174,B,False
886,R04,CITY ONE,1,WONG KA WING,2753,B,False
887,R04,CITY ONE,2,WONG MAN HUEN,5122,D,True
888,R05,YUE SHING,1,SHEK WILLIAM,4406,D,True
889,R05,YUE SHING,2,LEUNG KA FAI,2668,B,False
890,R06,WONG UK,1,LAI TSZ YAN,4440,D,True
891,R06,WONG UK,2,LEUNG CHI WAI,2215,B,False
892,R07,SHA KOK,1,HA KIM KWAN,2930,B,False
893,R07,SHA KOK,2,CHAN BILLY SHIU YEUNG,4321,D,True
894,R07,SHA KOK,3,CHEUNG YUEN YING,42,D,False
895,R08,POK HONG,1,GUO XUANTONG,2302,B,False
896,R08,POK HONG,2,CHIU CHU PONG,6421,D,True
897,R09,SHUI CHUEN O,1,TANG KA PIU,3069,B,False
898,R09,SHUI CHUEN O,2,LUI YICK FONG,14,I,False
899,R09,SHUI CHUEN O,3,LO TAK MING,3101,D,True
900,R10,JAT CHUEN,1,LEUNG HO KAI,2673,B,False
901,R10,JAT CHUEN,2,YAU MAN CHUN,5280,D,True
902,R11,CHUN FUNG,1,NGAI CHI WAI,2174,B,False
903,R11,CHUN FUNG,2,LI SZE WING,43,I,False
904,R11,CHUN FUNG,3,CHAN NOK HANG,4732,D,True
905,R12,SUN TIN WAI,1,HO WAI CHUN,2737,B,False
906,R12,SUN TIN WAI,2,CHING CHEUNG YING,4212,D,True
907,R13,CHUI TIN,1,HUI YUI YU,4552,D,True
908,R13,CHUI TIN,2,LAM YUK WA,2454,B,False
909,R14,HIN KA,1,LAM CHUNG YAN,2547,B,False
910,R14,HIN KA,2,"TZE YUK MUI
(BONNIE)",203,I,False
911,R14,HIN KA,3,CHEUNG YU TIM,1246,D,False
912,R14,HIN KA,4,LUEN KWOK FAI,72,I,False
913,R14,HIN KA,5,CHAN WAN TUNG,3101,D,True
914,R15,LOWER SHING MUN,1,"WONG HO FUNG
(KEN)",3894,D,True
915,R15,LOWER SHING MUN,2,TONG HOK LEUNG,3124,B,False
916,R16,WAN SHING,1,CHEUNG TAK WING,212,D,False
917,R16,WAN SHING,2,CHEUNG HING WA,3869,D,True
918,R16,WAN SHING,3,LAW KIN KAN,2745,B,False
919,R17,KENG HAU,1,CHEUNG PAK YUEN,3443,B,False
920,R17,KENG HAU,2,NG KAM HUNG,5453,D,True
921,R17,KENG HAU,3,LOK CHUNG YAU,176,I,False
922,R18,TIN SUM,1,TSANG KIT,3399,D,True
923,R18,TIN SUM,2,PUN KWOK SHAN,3078,B,False
924,R19,CHUI KA,1,LI SAI HUNG,4854,D,True
925,R19,CHUI KA,2,LO CHUN MAN OSCAR,33,I,False
926,R19,CHUI KA,3,LAM YU SING,3385,B,False
927,R20,TAI WAI,1,NG TING LAM KUDAMA,4198,D,True
928,R20,TAI WAI,2,YUEN KWAI HEI,54,I,False
929,R20,TAI WAI,3,"CHOW KA SHING
(OWEN)",748,D,False
930,R20,TAI WAI,4,TUNG KIN LEI,4114,B,False
931,R21,CHUNG TIN,1,YIU HO YEE,2815,B,False
932,R21,CHUNG TIN,2,WONG HOK LAI,4313,D,True
933,R22,SUI WO,1,MAK TSZ KIN,4054,D,True
934,R22,SUI WO,2,CHAN TAN TAN,2879,B,False
935,R23,FO TAN,1,PONG SCARLETT OI LAN,2716,B,False
936,R23,FO TAN,2,LUI KAI WING,3550,D,True
937,R24,CHUN MA,1,CHOW HIU LAAM FELIX,2611,D,True
938,R24,CHUN MA,2,HO WAI LOK,1211,B,False
939,R24,CHUN MA,3,SIU HIN HONG,1355,B,False
940,R25,HOI NAM,1,YU NATASHA,1615,B,False
941,R25,HOI NAM,2,CHAN PUI MING,3019,D,True
942,R26,CHUNG ON,1,YIP WING,4665,D,True
943,R26,CHUNG ON,2,KUNG MEI CHI,2993,B,False
944,R27,KAM TO,1,HUI LAP SAN,3929,D,True
945,R27,KAM TO,2,NG CHI HUNG,100,I,False
946,R27,KAM TO,3,NG KAI TAI,3867,B,False
947,R27,KAM TO,4,CHAN TIN CHUN MIO,2023,D,False
948,R28,MA ON SHAN TOWN CENTRE,1,CHUNG LAI HIM,4744,D,True
949,R28,MA ON SHAN TOWN CENTRE,2,NG WAI LING,37,D,False
950,R28,MA ON SHAN TOWN CENTRE,3,LEE KAI HUNG,99,B,False
951,R28,MA ON SHAN TOWN CENTRE,4,LEE CHI WING ALVIN,2791,B,False
952,R28,MA ON SHAN TOWN CENTRE,5,YAU MAN KING,165,D,False
953,R29,WU KAI SHA,1,"CHOI KAI HANG
(ANDERSON)",250,D,False
954,R29,WU KAI SHA,2,NG CHEUK KING,2469,B,False
955,R29,WU KAI SHA,3,LI WING SHING,4167,D,True
956,R30,LEE ON,1,"MAK YUN PUI
(CHRIS)",5343,D,True
957,R30,LEE ON,2,LI LAM CHEONG,2722,B,False
958,R30,LEE ON,3,KWAN YU FUNG,78,I,False
959,R31,FU LUNG,1,LIU TSZ CHUNG MICHAEL,3441,B,False
960,R31,FU LUNG,2,"TSANG SO LAI
(YEN)",5816,D,True
961,R32,KAM YING,1,LEE KIN HANG,530,D,False
962,R32,KAM YING,2,CHOI WAI SHING,3401,B,False
963,R32,KAM YING,3,LAW SIU CHUN,226,I,False
964,R32,KAM YING,4,TING TSZ YUEN,4775,D,True
965,R33,YIU ON,1,LI SAI WING,3727,B,False
966,R33,YIU ON,2,SIN CHEUK NAM,5953,D,True
967,R34,HENG ON,1,CHENG TSUK MAN,6824,D,True
968,R34,HENG ON,2,FANG HAO LIANG,3970,B,False
969,R35,TAI SHUI HANG,1,YUNG MING CHAU MICHAEL,5157,D,True
970,R35,TAI SHUI HANG,2,CHU WUN CHIU,3626,B,False
971,R36,ON TAI,1,CHIU MAN LEONG,3163,B,False
972,R36,ON TAI,2,TONG CHI PUI LEROY,53,D,False
973,R36,ON TAI,3,CHENG CHUNG HANG,4419,D,True
974,R37,YU YAN,1,YIU KA CHUN,3578,B,False
975,R37,YU YAN,2,LO YUET CHAU,4691,D,True
976,R38,DI YEE,1,TSE KIT WING,1666,D,False
977,R38,DI YEE,2,"LAM KONG KWAN
(PHD)",1923,B,True
978,R38,DI YEE,3,LIU QING,830,D,False
979,R39,BIK WOO,1,LUK TSZ TUNG,4280,D,True
980,R39,BIK WOO,2,WONG PING FAN,3457,B,False
981,R40,KWONG HONG,1,CHOI CHUN CHIU PAUL,401,I,False
982,R40,KWONG HONG,2,LIAO PAK HONG RICARDO,3333,D,True
983,R40,KWONG HONG,3,WONG FU SANG,2081,B,False
984,R41,KWONG YUEN,1,YEUNG SZE KIN,3982,D,True
985,R41,KWONG YUEN,2,CHAN MAN KUEN,2914,B,False
986,S01,KWAI HING,1,LEUNG CHI SHING,3532,D,True
987,S01,KWAI HING,2,LEE WAI LOK,1408,B,False
988,S02,KWAI LUEN,1,WU PIK LUNG,34,I,False
989,S02,KWAI LUEN,2,LOK SIU LUEN,2296,B,False
990,S02,KWAI LUEN,3,NG KIM SING,3102,D,True
991,S03,KWAI SHING EAST ESTATE,1,LAI CHUNG YAN CHERRIE,59,I,False
992,S03,KWAI SHING EAST ESTATE,2,NG CHI WAH,2912,B,False
993,S03,KWAI SHING EAST ESTATE,3,CHOW WAI HUNG RAYMAN,4980,D,True
994,S04,UPPER TAI WO HAU,1,CHAN ON NI,2332,B,False
995,S04,UPPER TAI WO HAU,2,HUI KEI CHEUNG,3118,D,True
996,S05,LOWER TAI WO HAU,1,WONG BING KUEN,4463,D,True
997,S05,LOWER TAI WO HAU,2,HUANG SIHONG,1937,B,False
998,S06,KWAI CHUNG ESTATE SOUTH,1,CHEUNG CHING HING,102,I,False
999,S06,KWAI CHUNG ESTATE SOUTH,2,LEE WANG FUNG,3284,B,False
1000,S06,KWAI CHUNG ESTATE SOUTH,3,WONG YUN TAT,4240,D,True
1001,S07,KWAI CHUNG ESTATE NORTH,1,GUO SANQUAN,33,I,False
1002,S07,KWAI CHUNG ESTATE NORTH,2,LEUNG KAM WAI,4396,D,True
1003,S07,KWAI CHUNG ESTATE NORTH,3,LEUNG KONG MING,3169,B,False
1004,S08,SHEK YAM,1,LI SAI LUNG,3731,B,False
1005,S08,SHEK YAM,2,WAN SIU KIN ANDREW,4891,D,True
1006,S09,TAI PAK TIN WEST,1,KWOK FU YUNG,2449,B,True
1007,S09,TAI PAK TIN WEST,2,SZETO KONG SUN,2106,D,False
1008,S09,TAI PAK TIN WEST,3,HO CHEUK WAI,544,D,False
1009,S10,TAI PAK TIN EAST,1,KWOK LING LAI LILLIAN,2407,B,False
1010,S10,TAI PAK TIN EAST,2,LAU KWAI MUI,2902,D,True
1011,S10,TAI PAK TIN EAST,3,LAU HIN MING,73,I,False
1012,S11,ON YAM,1,LEUNG WING KUEN,3585,D,True
1013,S11,ON YAM,2,LEUNG TSZ WING DENNIS,3308,B,False
1014,S12,SHEK LEI NORTH,1,YUEN YUN HUNG,2086,B,False
1015,S12,SHEK LEI NORTH,2,LAM SIU FAI,3456,D,True
1016,S13,SHEK LEI SOUTH,1,LEUNG KWOK WAH,4780,D,True
1017,S13,SHEK LEI SOUTH,2,NG KA CHIU,3331,B,False
1018,S14,KWAI FONG,1,LEUNG YIU CHUNG,4766,D,True
1019,S14,KWAI FONG,2,LAM YING WAI,2997,B,False
1020,S14,KWAI FONG,3,TSANG TSZ LUN,301,D,False
1021,S15,HING FONG,1,WONG HON CHI,26,I,False
1022,S15,HING FONG,2,TANG LAI LING,2177,B,False
1023,S15,HING FONG,3,TONG HO MAN,3101,D,True
1024,S16,WAH LAI,1,WONG YIU CHUNG,2998,B,False
1025,S16,WAH LAI,2,SIN CHUNG KAI,3469,D,True
1026,S16,WAH LAI,3,TAI PUI SHAN CHRISTABEL DONNA,17,I,False
1027,S16,WAH LAI,4,TAM YAM CHI,152,I,False
1028,S16,WAH LAI,5,YUEN KWOK KI,44,I,False
1029,S17,LAI WAH,1,CHU LAI LING,2818,B,False
1030,S17,LAI WAH,2,CHEUNG KWAN KIU STEVE,3613,D,True
1031,S18,CHO YIU,1,PAU MING HONG,3107,B,False
1032,S18,CHO YIU,2,CHOI NGA MAN,3297,D,True
1033,S19,LAI KING,1,WONG TIN YAN,2836,D,True
1034,S19,LAI KING,2,CHOW YICK HAY,2670,B,False
1035,S20,KWAI SHING WEST ESTATE,1,LEUNG CHING SHAN,4365,D,True
1036,S20,KWAI SHING WEST ESTATE,2,LAU MEI LO,3273,B,False
1037,S21,ON HO,1,TAM WAI CHUN,3620,B,False
1038,S21,ON HO,2,TAM KA CHUN WARREN,5642,D,True
1039,S21,ON HO,3,NG KA FAI,59,I,False
1040,S21,ON HO,4,SO CHI SHING,151,I,False
1041,S22,WAI YING,1,MAK MEI KUEN ALICE,3480,B,False
1042,S22,WAI YING,2,SIN HO FAI,5194,D,True
1043,S23,TSING YI ESTATE,1,CHAN SIU MAN SIMON,3194,B,False
1044,S23,TSING YI ESTATE,2,WONG PIT MAN,4727,D,True
1045,S24,GREENFIELD,1,WONG CHUN TAT,4274,D,True
1046,S24,GREENFIELD,2,TAM SAI WAH PHILIP,1501,I,False
1047,S24,GREENFIELD,3,CHEUNG WAI CHING CLARICE,2363,I,False
1048,S25,CHEUNG CHING,1,LEE CHI KEUNG ALAN,3372,B,False
1049,S25,CHEUNG CHING,2,HON CHUN YIN,4575,D,True
1050,S26,CHEUNG HONG,1,WONG CHUN LAM,2949,D,False
1051,S26,CHEUNG HONG,2,TSUI HIU KIT,3427,B,True
1052,S27,SHING HONG,1,LEUNG KAR MING,3531,B,True
1053,S27,SHING HONG,2,CHIU PO KAM LUCIA,3417,D,False
1054,S28,TSING YI SOUTH,1,KWOK TSZ KIN,4662,D,True
1055,S28,TSING YI SOUTH,2,POON CHI SHING,3899,B,False
1056,S29,CHEUNG HANG,1,LO YUEN TING,3759,B,True
1057,S29,CHEUNG HANG,2,YIM HO YUEN,3270,D,False
1058,S30,CHING FAT,1,LAM CHUI LING NANCY,3468,B,False
1059,S30,CHING FAT,2,HO WING CHI,29,I,False
1060,S30,CHING FAT,3,WONG PUI SHAN,271,I,False
1061,S30,CHING FAT,4,LAU CHI KIT,5061,D,True
1062,S30,CHING FAT,5,CHAU HON SUM,120,I,False
1063,S31,CHEUNG ON,1,CHEUNG MAN LUNG,3711,D,True
1064,S31,CHEUNG ON,2,TONG YIK CHUN,289,I,False
1065,S31,CHEUNG ON,3,LAW KING SHING,2983,B,False
1066,T01,LANTAU,1,"YU HON KWAN
(RANDY)",2873,B,True
1067,T01,LANTAU,2,HO YAN CHING,21,D,False
1068,T01,LANTAU,3,"FUNG SIU YIN
(LANTAU SIU YIN)",2633,D,False
1069,T02,MUN YAT,1,WONG CHUN KIT,2872,B,False
1070,T02,MUN YAT,2,KWOK PING,5997,D,True
1071,T03,YAT TUNG ESTATE NORTH,1,FONG LUNG FEI,5376,D,True
1072,T03,YAT TUNG ESTATE NORTH,2,LAU CHIN PANG,3323,B,False
1073,T04,TUNG CHUNG SOUTH,1,CHOW HO DING HOLDEN,3619,B,False
1074,T04,TUNG CHUNG SOUTH,2,"LAI WING ON
(ANDY)",183,I,False
1075,T04,TUNG CHUNG SOUTH,3,"WONG CHUN YEUNG
(SHEEP)",5049,D,True
1076,T04,TUNG CHUNG SOUTH,4,LAU WING YIN,87,I,False
1077,T05,TUNG CHUNG CENTRAL,1,LEE KA HO,2708,D,True
1078,T05,TUNG CHUNG CENTRAL,2,FU HIU LAM SAMMI,2359,B,False
1079,T06,TUNG CHUNG NORTH,1,TSUI SANG HUNG SAMMY,1332,D,True
1080,T06,TUNG CHUNG NORTH,2,POON CHUN YAN,990,B,False
1081,T06,TUNG CHUNG NORTH,3,YIP PUI KEI,1045,B,False
1082,T07,DISCOVERY BAY,1,"YUNG WING SHEUNG AMY
(AMY YUNG)",2072,D,True
1083,T07,DISCOVERY BAY,2,CHOW YUEN KUK JONATHAN,1132,B,False
1084,T08,PENG CHAU & HEI LING CHAU,1,TSUI YAT LONG,1093,D,False
1085,T08,PENG CHAU & HEI LING CHAU,2,"TSANG SAU HO JOSEPHINE
(HO TSE)",1499,B,True
1086,T09,LAMMA & PO TOI,1,LAU SHUN TING,1003,B,True
1087,T09,LAMMA & PO TOI,2,CHUI CAAN JING CHING,972,D,False
1088,T10,CHEUNG CHAU,1,KWOK WAI MAN MEALOHA,3233,B,False
1089,T10,CHEUNG CHAU,2,LEUNG KWOK HO,5142,D,True
